job,model,aden_centroid,aden_nearest,cys632
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-6_sample-0__model.cif,7.53,4.52,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-6_sample-1__model.cif,7.61,4.65,1.42
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-6_sample-2__model.cif,7.16,4.4,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-6_sample-3__model.cif,7.74,4.82,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-6_sample-4__model.cif,7.63,4.52,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-7_sample-0__model.cif,6.57,4.13,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-7_sample-1__model.cif,7.35,4.23,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-7_sample-2__model.cif,6.89,4.83,1.58
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-7_sample-3__model.cif,7.58,4.82,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-7_sample-4__model.cif,7.79,4.53,1.43
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-8_sample-0__model.cif,7.4,4.43,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-8_sample-1__model.cif,8.28,4.67,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-8_sample-2__model.cif,7.48,3.94,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-8_sample-3__model.cif,7.35,4.5,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-8_sample-4__model.cif,7.94,4.49,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-9_sample-0__model.cif,7.77,4.49,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-9_sample-1__model.cif,7.98,4.46,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-9_sample-2__model.cif,7.45,4.37,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-9_sample-3__model.cif,7.29,4.12,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-9_sample-4__model.cif,7.28,4.62,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-10_sample-0__model.cif,7.34,5.27,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-10_sample-1__model.cif,7.25,4.59,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-10_sample-2__model.cif,7.04,4.59,1.61
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-10_sample-3__model.cif,7.15,5.16,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-10_sample-4__model.cif,7.6,5.29,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-11_sample-0__model.cif,7.37,4.68,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-11_sample-1__model.cif,8.18,4.96,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-11_sample-2__model.cif,7.34,4.87,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-11_sample-3__model.cif,7.51,4.32,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-11_sample-4__model.cif,7.3,4.5,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-12_sample-0__model.cif,8.1,4.35,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-12_sample-1__model.cif,6.85,4.23,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-12_sample-2__model.cif,7.43,4.57,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-12_sample-3__model.cif,6.89,4.4,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-12_sample-4__model.cif,7.11,4.67,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-13_sample-0__model.cif,7.19,4.67,1.57
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-13_sample-1__model.cif,8.39,4.53,1.45
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-13_sample-2__model.cif,7.52,4.44,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-13_sample-3__model.cif,7.46,4.56,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-13_sample-4__model.cif,7.51,4.35,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-14_sample-0__model.cif,7.56,4.52,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-14_sample-1__model.cif,7.18,4.56,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-14_sample-2__model.cif,6.99,4.48,1.57
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-14_sample-3__model.cif,7.71,4.44,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-14_sample-4__model.cif,7.9,4.8,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-15_sample-0__model.cif,7.13,4.5,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-15_sample-1__model.cif,7.45,4.51,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-15_sample-2__model.cif,6.98,4.53,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-15_sample-3__model.cif,8.0,4.98,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-15_sample-4__model.cif,7.56,4.43,1.39
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-16_sample-0__model.cif,7.24,4.66,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-16_sample-1__model.cif,7.21,4.51,1.43
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-16_sample-2__model.cif,7.99,4.59,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-16_sample-3__model.cif,8.11,5.11,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-16_sample-4__model.cif,7.05,4.44,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-17_sample-0__model.cif,7.83,4.71,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-17_sample-1__model.cif,7.14,4.3,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-17_sample-2__model.cif,6.9,4.47,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-17_sample-3__model.cif,7.57,4.43,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-17_sample-4__model.cif,7.07,4.18,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-18_sample-0__model.cif,7.1,4.4,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-18_sample-1__model.cif,7.21,4.6,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-18_sample-2__model.cif,7.46,4.99,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-18_sample-3__model.cif,7.55,4.74,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-18_sample-4__model.cif,8.3,5.13,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-19_sample-0__model.cif,8.02,4.48,1.44
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-19_sample-1__model.cif,7.51,4.61,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-19_sample-2__model.cif,7.79,4.31,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-19_sample-3__model.cif,8.19,5.15,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-19_sample-4__model.cif,7.47,4.34,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-1_sample-0__model.cif,7.15,4.28,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-1_sample-1__model.cif,7.39,4.55,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-1_sample-2__model.cif,6.92,4.33,1.48
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-1_sample-3__model.cif,7.15,4.26,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-1_sample-4__model.cif,6.61,4.4,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-20_sample-0__model.cif,7.08,4.42,1.41
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-20_sample-1__model.cif,7.49,4.37,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-20_sample-2__model.cif,7.43,4.43,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-20_sample-3__model.cif,7.3,4.81,1.55
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-20_sample-4__model.cif,6.98,4.69,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-21_sample-0__model.cif,7.13,4.99,1.59
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-21_sample-1__model.cif,7.1,5.2,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-21_sample-2__model.cif,7.52,5.29,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-21_sample-3__model.cif,7.31,5.55,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-21_sample-4__model.cif,6.59,4.86,1.58
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-22_sample-0__model.cif,7.02,5.0,1.59
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-22_sample-1__model.cif,7.36,5.38,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-22_sample-2__model.cif,7.26,5.25,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-22_sample-3__model.cif,6.74,4.61,1.64
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-22_sample-4__model.cif,7.1,5.13,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-23_sample-0__model.cif,7.7,4.5,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-23_sample-1__model.cif,7.38,4.53,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-23_sample-2__model.cif,7.18,4.4,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-23_sample-3__model.cif,7.99,4.42,1.48
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-23_sample-4__model.cif,7.2,4.48,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-24_sample-0__model.cif,7.51,4.43,1.48
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-24_sample-1__model.cif,7.7,5.01,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-24_sample-2__model.cif,7.23,4.59,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-24_sample-3__model.cif,7.61,4.62,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-24_sample-4__model.cif,7.51,4.86,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-25_sample-0__model.cif,7.46,4.74,1.48
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-25_sample-1__model.cif,7.29,4.21,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-25_sample-2__model.cif,7.14,4.77,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-25_sample-3__model.cif,7.47,4.74,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-25_sample-4__model.cif,7.42,4.7,1.46
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-2_sample-0__model.cif,7.51,4.25,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-2_sample-1__model.cif,7.21,4.48,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-2_sample-2__model.cif,6.78,4.5,1.55
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-2_sample-3__model.cif,8.32,5.11,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-2_sample-4__model.cif,7.32,4.23,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-3_sample-0__model.cif,7.25,4.74,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-3_sample-1__model.cif,17.77,9.79,1.67
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-3_sample-2__model.cif,7.16,4.35,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-3_sample-3__model.cif,7.5,4.52,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-3_sample-4__model.cif,7.47,4.45,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-4_sample-0__model.cif,7.29,4.53,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-4_sample-1__model.cif,7.63,5.09,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-4_sample-2__model.cif,7.75,4.75,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-4_sample-3__model.cif,7.86,4.66,1.48
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-4_sample-4__model.cif,7.39,4.61,1.52
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-5_sample-0__model.cif,7.65,4.48,1.5
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-5_sample-1__model.cif,7.44,4.66,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-5_sample-2__model.cif,7.54,4.32,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-5_sample-3__model.cif,7.49,4.36,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-5_sample-4__model.cif,6.94,4.52,1.54
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-6_sample-0__model.cif,7.37,5.31,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-6_sample-1__model.cif,7.38,5.29,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-6_sample-2__model.cif,7.27,5.31,1.55
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-6_sample-3__model.cif,7.48,5.16,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-6_sample-4__model.cif,7.14,5.03,1.59
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-7_sample-0__model.cif,6.56,4.34,1.62
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-7_sample-1__model.cif,6.83,4.87,1.61
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-7_sample-2__model.cif,6.64,4.78,1.66
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-7_sample-3__model.cif,7.11,5.04,1.59
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-7_sample-4__model.cif,7.4,5.06,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-8_sample-0__model.cif,6.72,4.51,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-8_sample-1__model.cif,7.32,4.29,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-8_sample-2__model.cif,7.59,4.83,1.44
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-8_sample-3__model.cif,7.5,4.17,1.47
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-8_sample-4__model.cif,7.46,4.11,1.51
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-9_sample-0__model.cif,7.36,4.38,1.55
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-9_sample-1__model.cif,7.83,4.3,1.49
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-9_sample-2__model.cif,7.38,4.38,1.53
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-9_sample-3__model.cif,7.15,4.48,1.56
uba1_thio_ub75_with_ube2w,uba1_thio_ub75_with_ube2w__seed-9_sample-4__model.cif,7.43,4.57,1.44
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-10_sample-0__model.cif,5.03,4.91,1.6
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-10_sample-1__model.cif,5.17,4.86,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-10_sample-2__model.cif,5.67,4.66,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-10_sample-3__model.cif,5.99,4.82,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-10_sample-4__model.cif,5.71,4.68,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-11_sample-0__model.cif,5.78,4.88,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-11_sample-1__model.cif,5.65,4.86,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-11_sample-2__model.cif,5.24,4.76,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-11_sample-3__model.cif,6.23,5.14,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-11_sample-4__model.cif,5.78,4.85,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-12_sample-0__model.cif,5.3,5.02,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-12_sample-1__model.cif,5.63,5.0,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-12_sample-2__model.cif,5.58,4.9,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-12_sample-3__model.cif,5.83,5.03,1.48
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-12_sample-4__model.cif,5.81,5.06,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-13_sample-0__model.cif,5.36,4.95,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-13_sample-1__model.cif,5.63,4.63,1.57
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-13_sample-2__model.cif,5.49,4.77,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-13_sample-3__model.cif,5.45,4.76,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-13_sample-4__model.cif,5.51,4.81,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-14_sample-0__model.cif,5.44,4.97,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-14_sample-1__model.cif,5.57,4.65,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-14_sample-2__model.cif,5.28,4.68,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-14_sample-3__model.cif,6.11,4.95,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-14_sample-4__model.cif,5.31,4.78,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-15_sample-0__model.cif,5.35,4.86,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-15_sample-1__model.cif,5.78,5.09,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-15_sample-2__model.cif,5.23,4.92,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-15_sample-3__model.cif,5.58,5.16,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-15_sample-4__model.cif,5.68,4.83,1.58
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-16_sample-0__model.cif,5.63,4.88,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-16_sample-1__model.cif,5.58,5.08,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-16_sample-2__model.cif,5.91,5.19,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-16_sample-3__model.cif,5.27,4.88,1.48
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-16_sample-4__model.cif,6.44,4.93,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-17_sample-0__model.cif,6.03,5.07,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-17_sample-1__model.cif,5.92,5.16,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-17_sample-2__model.cif,5.59,4.35,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-17_sample-3__model.cif,5.52,4.67,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-17_sample-4__model.cif,5.33,4.7,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-18_sample-0__model.cif,5.67,4.95,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-18_sample-1__model.cif,5.58,4.56,1.48
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-18_sample-2__model.cif,5.26,4.9,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-18_sample-3__model.cif,5.5,4.63,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-18_sample-4__model.cif,5.78,5.29,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-19_sample-0__model.cif,5.88,4.9,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-19_sample-1__model.cif,5.34,5.1,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-19_sample-2__model.cif,5.58,5.07,1.57
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-19_sample-3__model.cif,5.86,4.88,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-19_sample-4__model.cif,5.47,4.54,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-1_sample-0__model.cif,5.29,5.03,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-1_sample-1__model.cif,5.96,5.01,1.57
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-1_sample-2__model.cif,5.97,5.15,1.58
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-1_sample-3__model.cif,5.41,4.81,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-1_sample-4__model.cif,6.0,4.92,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-20_sample-0__model.cif,5.51,4.65,1.51
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-20_sample-1__model.cif,5.6,4.88,1.58
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-20_sample-2__model.cif,5.58,4.59,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-20_sample-3__model.cif,5.52,5.2,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-20_sample-4__model.cif,6.27,4.86,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-21_sample-0__model.cif,5.92,4.91,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-21_sample-1__model.cif,5.18,4.66,1.5
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-21_sample-2__model.cif,6.77,4.52,1.49
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-21_sample-3__model.cif,5.51,4.85,1.57
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-21_sample-4__model.cif,5.19,4.64,1.52
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-22_sample-0__model.cif,5.57,4.84,1.56
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-22_sample-1__model.cif,5.25,4.67,1.58
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-22_sample-2__model.cif,5.41,5.0,1.58
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-22_sample-3__model.cif,5.53,4.98,1.55
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-22_sample-4__model.cif,5.75,5.2,1.54
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-23_sample-0__model.cif,6.05,4.63,1.47
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-23_sample-1__model.cif,6.05,4.89,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-23_sample-2__model.cif,5.53,4.97,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-23_sample-3__model.cif,5.32,4.91,1.53
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-23_sample-4__model.cif,5.76,4.73,1.57
uba1_thio_ub76_no_ube2w,uba1_thio_ub76_no_ube2w__seed-24_sample-0__model.cif,5.72,4.89,1.54
