job,model,aden_centroid,aden_nearest,cys632
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-22_sample-2__model.cif,4.64,4.63,32.98
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-22_sample-3__model.cif,4.69,4.65,33.8
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-22_sample-4__model.cif,4.71,4.62,34.99
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-23_sample-0__model.cif,4.5,4.71,32.77
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-23_sample-1__model.cif,4.47,4.64,34.99
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-23_sample-2__model.cif,4.69,4.6,35.55
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-23_sample-3__model.cif,4.64,4.64,34.16
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-23_sample-4__model.cif,4.78,4.62,34.41
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-24_sample-0__model.cif,4.53,4.57,33.6
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-24_sample-1__model.cif,4.7,4.72,35.9
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-24_sample-2__model.cif,4.77,4.59,33.67
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-24_sample-3__model.cif,4.62,4.7,35.31
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-24_sample-4__model.cif,4.59,4.67,33.7
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-25_sample-0__model.cif,4.58,4.65,34.7
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-25_sample-1__model.cif,4.64,4.63,34.53
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-25_sample-2__model.cif,4.58,4.63,34.05
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-25_sample-3__model.cif,4.58,4.63,35.23
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-25_sample-4__model.cif,4.93,4.73,35.32
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-2_sample-0__model.cif,4.54,4.71,33.3
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-2_sample-1__model.cif,4.69,4.6,33.94
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-2_sample-2__model.cif,4.6,4.68,33.88
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-2_sample-3__model.cif,4.61,4.64,35.64
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-2_sample-4__model.cif,4.62,4.61,35.21
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-3_sample-0__model.cif,4.51,4.7,35.06
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-3_sample-1__model.cif,4.67,4.62,35.85
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-3_sample-2__model.cif,4.58,4.71,35.13
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-3_sample-3__model.cif,4.6,4.69,35.1
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-3_sample-4__model.cif,4.6,4.73,34.72
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-4_sample-0__model.cif,4.34,4.6,34.84
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-4_sample-1__model.cif,4.45,4.65,34.71
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-4_sample-2__model.cif,4.75,4.64,34.49
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-4_sample-3__model.cif,4.47,4.68,34.42
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-4_sample-4__model.cif,4.37,4.6,35.06
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-5_sample-0__model.cif,4.65,4.61,34.98
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-5_sample-1__model.cif,4.58,4.63,34.21
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-5_sample-2__model.cif,4.85,4.71,35.46
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-5_sample-3__model.cif,4.69,4.64,34.63
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-5_sample-4__model.cif,4.71,4.59,33.6
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-6_sample-0__model.cif,4.59,4.69,32.89
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-6_sample-1__model.cif,4.76,4.77,35.12
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-6_sample-2__model.cif,4.69,4.7,33.65
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-6_sample-3__model.cif,4.8,4.58,35.22
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-6_sample-4__model.cif,4.71,4.64,33.74
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-7_sample-0__model.cif,4.51,4.59,34.56
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-7_sample-1__model.cif,4.59,4.66,35.22
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-7_sample-2__model.cif,4.51,4.63,33.38
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-7_sample-3__model.cif,4.55,4.64,35.0
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-7_sample-4__model.cif,4.53,4.59,34.92
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-8_sample-0__model.cif,4.52,4.69,33.93
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-8_sample-1__model.cif,4.73,4.69,34.24
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-8_sample-2__model.cif,4.56,4.67,34.15
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-8_sample-3__model.cif,4.72,4.67,35.21
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-8_sample-4__model.cif,4.48,4.66,35.45
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-9_sample-0__model.cif,4.53,4.57,33.78
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-9_sample-1__model.cif,4.6,4.64,35.31
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-9_sample-2__model.cif,4.54,4.71,34.88
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-9_sample-3__model.cif,4.39,4.61,33.15
uba1_aden_ub76_with_ube2w,uba1_aden_ub76_with_ube2w__seed-9_sample-4__model.cif,4.43,4.64,34.67
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-10_sample-0__model.cif,7.78,4.39,32.64
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-10_sample-1__model.cif,7.74,4.29,30.89
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-10_sample-2__model.cif,7.75,4.21,32.76
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-10_sample-3__model.cif,7.8,4.24,32.57
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-10_sample-4__model.cif,7.84,4.43,32.6
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-11_sample-0__model.cif,7.75,4.2,32.33
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-11_sample-1__model.cif,7.77,4.34,32.57
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-11_sample-2__model.cif,7.79,4.19,32.93
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-11_sample-3__model.cif,7.8,4.26,32.35
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-11_sample-4__model.cif,7.75,4.31,31.15
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-12_sample-0__model.cif,7.91,4.33,32.83
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-12_sample-1__model.cif,7.67,4.23,32.85
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-12_sample-2__model.cif,7.74,4.28,32.47
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-12_sample-3__model.cif,7.84,4.28,30.64
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-12_sample-4__model.cif,7.78,4.34,32.57
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-13_sample-0__model.cif,7.72,4.33,32.91
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-13_sample-1__model.cif,7.81,4.35,32.79
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-13_sample-2__model.cif,7.79,4.29,32.61
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-13_sample-3__model.cif,7.77,4.33,32.87
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-13_sample-4__model.cif,7.86,4.38,32.69
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-14_sample-0__model.cif,7.84,4.28,32.65
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-14_sample-1__model.cif,7.75,4.48,32.75
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-14_sample-2__model.cif,7.64,4.28,32.99
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-14_sample-3__model.cif,7.8,4.2,30.92
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-14_sample-4__model.cif,7.7,4.15,32.48
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-15_sample-0__model.cif,7.95,4.4,32.45
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-15_sample-1__model.cif,7.77,4.31,32.82
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-15_sample-2__model.cif,7.85,4.35,32.86
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-15_sample-3__model.cif,7.75,4.34,32.57
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-15_sample-4__model.cif,7.87,4.33,32.97
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-16_sample-0__model.cif,7.64,4.24,32.93
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-16_sample-1__model.cif,7.75,4.26,32.88
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-16_sample-2__model.cif,7.54,4.19,30.85
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-16_sample-3__model.cif,7.76,4.25,32.26
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-16_sample-4__model.cif,7.7,4.28,32.64
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-17_sample-0__model.cif,7.82,4.29,30.88
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-17_sample-1__model.cif,7.74,4.26,30.97
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-17_sample-2__model.cif,7.72,4.23,31.17
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-17_sample-3__model.cif,7.75,4.19,32.7
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-17_sample-4__model.cif,7.59,4.26,31.01
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-18_sample-0__model.cif,7.88,4.25,32.25
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-18_sample-1__model.cif,7.79,4.23,30.75
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-18_sample-2__model.cif,7.81,4.2,32.63
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-18_sample-3__model.cif,7.73,4.26,30.75
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-18_sample-4__model.cif,7.85,4.33,30.86
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-19_sample-0__model.cif,7.93,4.32,32.7
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-19_sample-1__model.cif,7.69,4.26,32.97
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-19_sample-2__model.cif,7.84,4.21,32.48
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-19_sample-3__model.cif,7.73,4.35,31.24
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-19_sample-4__model.cif,7.82,4.33,31.18
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-1_sample-0__model.cif,7.87,4.37,32.55
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-1_sample-1__model.cif,7.76,4.4,33.05
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-1_sample-2__model.cif,7.77,4.26,32.63
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-1_sample-3__model.cif,7.69,4.3,32.84
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-1_sample-4__model.cif,7.68,4.35,32.75
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-20_sample-0__model.cif,7.72,4.43,31.06
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-20_sample-1__model.cif,7.82,4.3,32.77
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-20_sample-2__model.cif,7.7,4.25,30.98
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-20_sample-3__model.cif,7.79,4.29,32.61
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-20_sample-4__model.cif,7.73,4.28,32.69
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-21_sample-0__model.cif,7.81,4.22,32.64
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-21_sample-1__model.cif,7.8,4.29,30.93
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-21_sample-2__model.cif,7.92,4.35,32.79
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-21_sample-3__model.cif,7.66,4.18,32.89
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-21_sample-4__model.cif,7.74,4.25,32.64
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-22_sample-0__model.cif,7.74,4.26,32.5
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-22_sample-1__model.cif,7.75,4.31,32.6
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-22_sample-2__model.cif,7.84,4.45,32.62
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-22_sample-3__model.cif,7.74,4.28,32.87
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-22_sample-4__model.cif,7.63,4.29,32.82
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-23_sample-0__model.cif,7.77,4.17,32.42
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-23_sample-1__model.cif,7.8,4.31,32.82
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-23_sample-2__model.cif,7.77,4.2,32.84
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-23_sample-3__model.cif,7.87,4.23,32.39
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-23_sample-4__model.cif,7.75,4.39,32.45
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-24_sample-0__model.cif,7.75,4.26,30.92
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-24_sample-1__model.cif,7.77,4.23,32.63
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-24_sample-2__model.cif,7.79,4.2,32.7
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-24_sample-3__model.cif,7.62,4.33,33.03
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-24_sample-4__model.cif,7.75,4.32,30.75
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-25_sample-0__model.cif,7.75,4.26,32.51
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-25_sample-1__model.cif,7.73,4.27,30.97
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-25_sample-2__model.cif,7.61,4.32,32.68
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-25_sample-3__model.cif,7.63,4.29,32.72
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-25_sample-4__model.cif,7.78,4.21,32.86
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-2_sample-0__model.cif,7.76,4.38,32.76
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-2_sample-1__model.cif,7.83,4.43,32.59
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-2_sample-2__model.cif,7.83,4.38,32.63
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-2_sample-3__model.cif,7.73,4.26,32.66
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-2_sample-4__model.cif,7.73,4.38,33.11
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-3_sample-0__model.cif,7.75,4.31,32.55
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-3_sample-1__model.cif,7.7,4.31,32.78
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-3_sample-2__model.cif,7.84,4.31,32.52
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-3_sample-3__model.cif,7.77,4.21,32.59
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-3_sample-4__model.cif,7.65,4.26,33.03
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-4_sample-0__model.cif,7.63,4.31,31.0
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-4_sample-1__model.cif,7.74,4.27,31.01
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-4_sample-2__model.cif,7.8,4.36,33.03
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-4_sample-3__model.cif,7.77,4.3,32.31
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-4_sample-4__model.cif,7.69,4.34,32.67
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-5_sample-0__model.cif,7.72,4.24,32.85
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-5_sample-1__model.cif,7.87,4.39,32.89
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-5_sample-2__model.cif,7.86,4.36,32.7
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-5_sample-3__model.cif,7.81,4.29,32.72
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-5_sample-4__model.cif,7.85,4.4,32.87
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-6_sample-0__model.cif,7.73,4.25,32.73
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-6_sample-1__model.cif,7.72,4.24,32.65
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-6_sample-2__model.cif,7.76,4.17,32.86
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-6_sample-3__model.cif,7.83,4.3,32.62
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-6_sample-4__model.cif,7.67,4.25,32.66
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-7_sample-0__model.cif,7.84,4.27,31.01
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-7_sample-1__model.cif,7.72,4.22,30.9
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-7_sample-2__model.cif,7.7,4.22,32.49
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-7_sample-3__model.cif,7.75,4.32,32.59
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-7_sample-4__model.cif,7.72,4.21,32.57
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-8_sample-0__model.cif,7.67,4.37,33.03
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-8_sample-1__model.cif,7.84,4.32,32.68
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-8_sample-2__model.cif,7.73,4.27,32.85
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-8_sample-3__model.cif,7.73,4.27,30.85
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-8_sample-4__model.cif,7.83,4.3,31.16
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-9_sample-0__model.cif,7.68,4.28,32.97
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-9_sample-1__model.cif,7.77,4.33,31.2
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-9_sample-2__model.cif,7.85,4.32,32.6
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-9_sample-3__model.cif,7.79,4.29,32.54
uba1_cys_ub75_no_ube2w,uba1_cys_ub75_no_ube2w__seed-9_sample-4__model.cif,7.86,4.33,31.05
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-10_sample-0__model.cif,7.55,4.06,32.16
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-10_sample-1__model.cif,7.71,4.29,32.01
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-10_sample-2__model.cif,7.77,4.23,32.32
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-10_sample-3__model.cif,7.73,4.23,31.75
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-10_sample-4__model.cif,7.83,4.26,31.06
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-11_sample-0__model.cif,7.69,4.21,32.3
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-11_sample-1__model.cif,7.65,4.26,32.52
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-11_sample-2__model.cif,7.66,4.26,32.11
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-11_sample-3__model.cif,7.77,4.17,32.27
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-11_sample-4__model.cif,7.81,4.16,31.95
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-12_sample-0__model.cif,7.67,4.14,32.06
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-12_sample-1__model.cif,7.68,4.19,31.87
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-12_sample-2__model.cif,7.69,4.25,32.19
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-12_sample-3__model.cif,7.66,4.2,31.86
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-12_sample-4__model.cif,7.82,4.36,32.0
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-13_sample-0__model.cif,7.67,4.22,30.46
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-13_sample-1__model.cif,7.75,4.3,30.12
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-13_sample-2__model.cif,7.82,4.19,30.86
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-13_sample-3__model.cif,7.74,4.27,32.3
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-13_sample-4__model.cif,7.82,4.3,32.27
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-14_sample-0__model.cif,7.82,4.25,32.1
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-14_sample-1__model.cif,7.78,4.28,32.18
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-14_sample-2__model.cif,7.81,4.16,32.28
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-14_sample-3__model.cif,7.79,4.31,32.44
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-14_sample-4__model.cif,7.65,4.29,32.55
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-15_sample-0__model.cif,7.85,4.36,30.12
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-15_sample-1__model.cif,7.78,4.27,31.16
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-15_sample-2__model.cif,7.75,4.27,31.97
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-15_sample-3__model.cif,7.66,4.27,31.66
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-15_sample-4__model.cif,7.81,4.49,31.09
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-16_sample-0__model.cif,7.74,4.23,31.37
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-16_sample-1__model.cif,7.64,4.16,31.95
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-16_sample-2__model.cif,7.66,4.45,32.53
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-16_sample-3__model.cif,7.69,4.27,31.83
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-16_sample-4__model.cif,7.6,4.21,32.49
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-17_sample-0__model.cif,7.75,4.28,31.35
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-17_sample-1__model.cif,7.75,4.24,30.98
uba1_cys_ub75_with_ube2w,uba1_cys_ub75_with_ube2w__seed-17_sample-2__model.cif,7.62,4.22,30.41
